company_name,order_id,order_date,ship_date,shipping_type,product,sales,profit,shipping_cost,year
Apex Corporation,393-53c1,01/16/2020,01/23/2020,Standard,tablets,208,159.17,83.65,2020
Apex Corporation,2ba-f81e,01/16/2020,01/16/2020,Same Day,televisions,212,234.42,69.86,2020
Maritime Data,fca-350c,01/16/2020,01/21/2020,Standard,Cloud Service,208,78.83,56.8,2020
Maritime Data,4fd-02d0,01/16/2020,01/16/2020,Same Day,Banking platform,55,147.23,24.13,2020
Maritime Data,e02-294d,01/16/2020,01/23/2020,Standard,Business Analytics,286,53.5,81.06,2020
Maritime Data,d46-3875,01/16/2020,01/16/2020,Same Day,Database Security,124,272.96,82.3,2020
Maritime Data,128-6baa,01/16/2020,01/18/2020,Express,GPU Software,208,273.4,87.37,2020
Maritime Data,79a-9bcc,01/16/2020,01/22/2020,Standard,Workforce Scheduling,155,241.03,89.43,2020
Fusion Energy,739-69bb,01/16/2020,01/23/2020,Standard,Combustion Fluids,258,286.97,25.63,2020
Fusion Energy,c47-012f,01/16/2020,01/18/2020,Express,Cleaning Supplies,55,220.58,58.58,2020
Fusion Energy,8d2-1eaf,01/16/2020,01/18/2020,Express,Greases,177,128.22,12.78,2020
Fusion Energy,731-1065,01/16/2020,01/18/2020,Express,Rubber,264,38.4,14.23,2020
Bitterroot Wood Studio,8e1-215e,01/16/2020,01/18/2020,Express,Chairs,114,286.5,43.67,2020
Bitterroot Wood Studio,c79-019b,01/16/2020,01/16/2020,Same Day,Tables,160,238.98,24.26,2020
Bitterroot Wood Studio,058-6901,01/16/2020,01/18/2020,Express,Bedframes,282,31.43,89.71,2020
Bitterroot Wood Studio,875-0e02,01/16/2020,01/23/2020,Standard,Bookcases,45,203.7,51.84,2020
Bitterroot Wood Studio,4a0-70b6,01/16/2020,01/16/2020,Same Day,Cabinets,159,83.49,48.55,2020
Echo,b6e-cb68,01/16/2020,01/21/2020,Standard,accessories,81,129.0,77.11,2020
Echo,2c7-1b43,01/16/2020,01/16/2020,Same Day,phones,42,140.78,89.08,2020
Echo,342-887f,01/16/2020,01/16/2020,Same Day,computers,264,105.11,81.89,2020
Echo,194-40d4,01/16/2020,01/16/2020,Same Day,tablets,151,199.22,48.53,2020
Echo,f01-b25e,01/16/2020,01/16/2020,Same Day,washers,44,276.37,45.16,2020
Echo,5c5-d712,01/16/2020,01/16/2020,Same Day,dryers,111,64.3,29.8,2020
Echo,bf8-2492,01/16/2020,01/22/2020,Standard,car radios,110,45.46,57.59,2020
Apex Corporation,39f-0de7,01/18/2020,01/25/2020,Standard,accessories,163,97.74,26.63,2020
Apex Corporation,130-7a3f,01/18/2020,01/20/2020,Express,phones,289,157.87,43.28,2020
Apex Corporation,2ad-b7fb,01/18/2020,01/18/2020,Same Day,computers,18,165.57,18.64,2020
Apex Corporation,863-3b8a,01/18/2020,01/20/2020,Express,tablets,201,219.98,99.64,2020
Apex Corporation,eb7-ffef,01/18/2020,01/18/2020,Same Day,televisions,48,22.74,41.09,2020
Maritime Data,003-c698,01/18/2020,01/18/2020,Same Day,Cloud Service,49,85.77,62.65,2020
Maritime Data,e15-3a2c,01/18/2020,01/18/2020,Same Day,Banking platform,57,263.12,22.76,2020
Maritime Data,9be-4337,01/18/2020,01/18/2020,Same Day,Business Analytics,205,206.26,21.4,2020
Maritime Data,6dd-4c00,01/18/2020,01/20/2020,Express,Database Security,123,121.53,96.64,2020
Maritime Data,3af-560e,01/18/2020,01/24/2020,Standard,GPU Software,96,166.61,97.03,2020
Maritime Data,107-53b0,01/18/2020,01/18/2020,Same Day,Workforce Scheduling,153,50.02,20.86,2020
Fusion Energy,ac7-234b,01/18/2020,01/22/2020,Standard,Combustion Fluids,183,191.34,62.96,2020
Fusion Energy,82d-96cc,01/18/2020,01/23/2020,Standard,Cleaning Supplies,30,238.19,59.72,2020
Fusion Energy,7ed-096c,01/18/2020,01/18/2020,Same Day,Greases,211,104.3,30.84,2020
Fusion Energy,4cb-7f76,01/18/2020,01/20/2020,Express,Rubber,47,294.93,16.35,2020
Bitterroot Wood Studio,42f-b36e,01/18/2020,01/18/2020,Same Day,Chairs,115,107.16,49.96,2020
Bitterroot Wood Studio,c12-6c83,01/18/2020,01/20/2020,Express,Tables,61,172.55,56.03,2020
Bitterroot Wood Studio,4d7-84fe,01/18/2020,01/24/2020,Standard,Bedframes,205,105.95,56.63,2020
Bitterroot Wood Studio,be7-5125,01/18/2020,01/18/2020,Same Day,Bookcases,182,288.85,80.08,2020
Bitterroot Wood Studio,2a4-05c5,01/18/2020,01/18/2020,Same Day,Cabinets,49,42.37,73.56,2020
Echo,3c4-848d,01/18/2020,01/18/2020,Same Day,accessories,285,53.09,50.78,2020
Echo,d71-1029,01/18/2020,01/18/2020,Same Day,phones,234,53.54,18.97,2020
Echo,1eb-1b27,01/18/2020,01/20/2020,Express,computers,253,242.55,12.22,2020
Echo,6a1-b1c1,01/18/2020,01/24/2020,Standard,tablets,259,34.44,21.26,2020
Echo,720-bb4f,01/18/2020,01/20/2020,Express,washers,141,189.48,78.92,2020
Echo,48e-46b3,01/18/2020,01/24/2020,Standard,dryers,128,161.29,62.28,2020
Echo,cb6-cb64,01/18/2020,01/20/2020,Express,car radios,39,144.31,28.86,2020
Apex Corporation,563-31e5,01/21/2020,01/21/2020,Same Day,accessories,110,99.43,31.47,2020
Apex Corporation,df3-ce8b,01/21/2020,01/23/2020,Express,phones,200,212.12,27.77,2020
Apex Corporation,1a3-194c,01/21/2020,01/23/2020,Express,computers,130,148.85,61.1,2020
Apex Corporation,62e-674d,01/21/2020,01/23/2020,Express,tablets,216,69.76,70.98,2020
Apex Corporation,e6c-79e1,01/21/2020,01/23/2020,Express,televisions,157,233.25,64.86,2020
Maritime Data,446-7d9b,01/21/2020,01/23/2020,Express,Cloud Service,288,88.21,19.5,2020
Maritime Data,939-50a9,01/21/2020,01/23/2020,Express,Banking platform,19,116.14,51.35,2020
Maritime Data,b6f-a149,01/21/2020,01/23/2020,Express,Business Analytics,129,188.61,31.94,2020
Maritime Data,a01-002a,01/21/2020,01/23/2020,Express,Database Security,22,259.12,70.58,2020
Maritime Data,2f3-3f59,01/21/2020,01/23/2020,Express,GPU Software,296,28.83,20.48,2020
Maritime Data,774-8e04,01/21/2020,01/23/2020,Express,Workforce Scheduling,223,93.13,90.52,2020
Fusion Energy,b01-b9d2,01/21/2020,01/23/2020,Express,Combustion Fluids,281,149.75,15.61,2020
Fusion Energy,fe1-177a,01/21/2020,01/21/2020,Same Day,Cleaning Supplies,110,196.19,97.69,2020
Fusion Energy,2d1-1c54,01/21/2020,01/23/2020,Express,Greases,285,98.48,96.02,2020
Fusion Energy,6a1-05ed,01/21/2020,01/21/2020,Same Day,Rubber,34,126.24,48.41,2020
Bitterroot Wood Studio,07e-dabe,01/21/2020,01/27/2020,Standard,Chairs,193,215.5,66.55,2020
Bitterroot Wood Studio,d43-955c,01/21/2020,01/23/2020,Express,Tables,246,186.58,48.89,2020
Bitterroot Wood Studio,73a-4799,01/21/2020,01/23/2020,Express,Bedframes,206,123.6,90.09,2020
Bitterroot Wood Studio,4ef-0bd6,01/21/2020,01/28/2020,Standard,Bookcases,44,139.06,51.58,2020
Bitterroot Wood Studio,8d2-db87,01/21/2020,01/21/2020,Same Day,Cabinets,147,55.92,75.2,2020
Echo,dd2-6904,01/21/2020,01/21/2020,Same Day,accessories,24,189.91,13.61,2020
Echo,066-99ed,01/21/2020,01/21/2020,Same Day,phones,194,211.13,10.15,2020
Echo,22c-ecd5,01/21/2020,01/27/2020,Standard,computers,150,37.81,25.94,2020
Echo,5ef-1bdd,01/21/2020,01/23/2020,Express,tablets,271,137.3,99.85,2020
Echo,641-da86,01/21/2020,01/21/2020,Same Day,washers,104,283.84,97.03,2020
Echo,340-6963,01/21/2020,01/27/2020,Standard,dryers,142,29.11,10.48,2020
Echo,6a5-dea9,01/21/2020,01/27/2020,Standard,car radios,123,250.01,18.96,2020
Apex Corporation,cd4-120c,01/24/2020,01/26/2020,Express,accessories,130,79.33,46.6,2020
Apex Corporation,e9f-39da,01/24/2020,01/28/2020,Standard,phones,64,134.26,40.74,2020
Apex Corporation,c1e-1523,01/24/2020,01/24/2020,Same Day,computers,40,177.47,99.91,2020
Apex Corporation,f50-732d,01/24/2020,01/31/2020,Standard,tablets,248,259.35,83.95,2020
Apex Corporation,c34-367c,01/24/2020,01/24/2020,Same Day,televisions,288,152.92,16.86,2020
Maritime Data,545-275c,01/24/2020,01/26/2020,Express,Cloud Service,74,121.31,82.66,2020
Maritime Data,5b3-e7c6,01/24/2020,01/26/2020,Express,Banking platform,26,211.04,19.33,2020
Maritime Data,179-11da,01/24/2020,01/26/2020,Express,Business Analytics,56,233.57,78.3,2020
Maritime Data,52d-b77a,01/24/2020,01/31/2020,Standard,Database Security,278,247.37,26.93,2020
Maritime Data,4fa-bb5f,01/24/2020,01/29/2020,Standard,GPU Software,118,68.76,12.6,2020
Maritime Data,ed9-7c4f,01/24/2020,01/31/2020,Standard,Workforce Scheduling,182,298.53,85.87,2020
Fusion Energy,d6e-125e,01/24/2020,01/24/2020,Same Day,Combustion Fluids,145,243.36,69.03,2020
Fusion Energy,e67-4865,01/24/2020,01/31/2020,Standard,Cleaning Supplies,46,280.15,40.96,2020
Fusion Energy,20c-05f2,01/24/2020,01/26/2020,Express,Greases,109,276.95,28.93,2020
Fusion Energy,945-acc1,01/24/2020,01/24/2020,Same Day,Rubber,242,281.76,82.84,2020
Bitterroot Wood Studio,89f-7f95,01/24/2020,01/26/2020,Express,Chairs,48,224.1,13.31,2020
Bitterroot Wood Studio,743-9827,01/24/2020,01/30/2020,Standard,Tables,65,53.24,74.73,2020
Bitterroot Wood Studio,fd3-8844,01/24/2020,01/24/2020,Same Day,Bedframes,85,125.36,39.72,2020
Bitterroot Wood Studio,c62-a2aa,01/24/2020,01/31/2020,Standard,Bookcases,258,51.7,86.78,2020
Bitterroot Wood Studio,341-4194,01/24/2020,01/26/2020,Express,Cabinets,78,273.01,41.75,2020
Echo,f4f-bab8,01/24/2020,01/26/2020,Express,accessories,94,250.83,40.62,2020
Echo,96b-9115,01/24/2020,01/26/2020,Express,phones,225,203.11,55.3,2020
Echo,f6c-0276,01/24/2020,01/26/2020,Express,computers,14,225.89,42.65,2020
Echo,429-1582,01/24/2020,01/24/2020,Same Day,tablets,54,110.08,65.85,2020
Echo,619-d86c,01/24/2020,01/24/2020,Same Day,washers,71,248.22,84.58,2020
Echo,7e4-35df,01/24/2020,01/24/2020,Same Day,dryers,22,31.5,99.6,2020
Echo,2d2-c669,01/24/2020,01/24/2020,Same Day,car radios,283,88.58,89.04,2020
Apex Corporation,106-8cf1,01/25/2020,01/25/2020,Same Day,accessories,22,144.55,81.44,2020
Apex Corporation,dd1-46c7,01/25/2020,01/29/2020,Standard,phones,120,281.27,89.97,2020
Apex Corporation,221-6548,01/25/2020,02/01/2020,Standard,computers,258,110.32,45.53,2020
Apex Corporation,914-a7a7,01/25/2020,01/27/2020,Express,tablets,194,55.28,90.93,2020
Apex Corporation,07f-56f2,01/25/2020,01/27/2020,Express,televisions,165,81.12,40.57,2020
Maritime Data,aec-008e,01/25/2020,01/25/2020,Same Day,Cloud Service,261,222.08,36.84,2020
Maritime Data,50e-594f,01/25/2020,01/30/2020,Standard,Banking platform,253,191.61,66.85,2020
Maritime Data,ca3-5894,01/25/2020,01/25/2020,Same Day,Business Analytics,215,100.08,57.64,2020
Maritime Data,653-d619,01/25/2020,01/27/2020,Express,Database Security,264,80.9,87.53,2020
Maritime Data,36d-2827,01/25/2020,01/27/2020,Express,GPU Software,242,117.8,55.32,2020
Maritime Data,d85-e753,01/25/2020,01/27/2020,Express,Workforce Scheduling,119,208.19,14.98,2020
Fusion Energy,6ad-c990,01/25/2020,02/01/2020,Standard,Combustion Fluids,232,33.83,58.27,2020
Fusion Energy,a01-1313,01/25/2020,01/27/2020,Express,Cleaning Supplies,182,183.54,37.33,2020
Fusion Energy,796-8c7b,01/25/2020,01/27/2020,Express,Greases,298,180.47,99.85,2020
Fusion Energy,bab-3d51,01/25/2020,01/25/2020,Same Day,Rubber,110,46.82,48.29,2020
Bitterroot Wood Studio,3f0-4ca0,01/25/2020,01/29/2020,Standard,Chairs,106,109.78,34.07,2020
Bitterroot Wood Studio,801-ca96,01/25/2020,01/27/2020,Express,Tables,232,294.79,40.29,2020
Bitterroot Wood Studio,268-241c,01/25/2020,01/30/2020,Standard,Bedframes,46,67.35,51.51,2020
Bitterroot Wood Studio,7cc-702e,01/25/2020,01/25/2020,Same Day,Bookcases,43,117.82,57.07,2020
Bitterroot Wood Studio,1cd-5563,01/25/2020,01/30/2020,Standard,Cabinets,70,83.3,66.55,2020
Echo,4fd-336a,01/25/2020,01/25/2020,Same Day,accessories,264,249.82,79.68,2020
Echo,a15-de97,01/25/2020,01/25/2020,Same Day,phones,39,156.03,33.56,2020
Echo,ad4-c01c,01/25/2020,02/01/2020,Standard,computers,177,78.74,34.26,2020
Echo,b44-9a88,01/25/2020,01/25/2020,Same Day,tablets,257,170.42,79.33,2020
Echo,cff-3b76,01/25/2020,01/25/2020,Same Day,washers,281,51.0,23.8,2020
Echo,753-05e0,01/25/2020,01/25/2020,Same Day,dryers,25,49.5,29.31,2020
Echo,4cb-2b7c,01/25/2020,01/31/2020,Standard,car radios,21,127.01,86.49,2020
Apex Corporation,474-1927,01/26/2020,01/30/2020,Standard,accessories,48,259.41,87.25,2020
Apex Corporation,e7d-b794,01/26/2020,01/28/2020,Express,phones,105,52.37,68.89,2020
Apex Corporation,1d8-414b,01/26/2020,01/28/2020,Express,computers,35,221.22,72.7,2020
Apex Corporation,924-5ad0,01/26/2020,01/26/2020,Same Day,tablets,223,48.22,88.96,2020
Apex Corporation,9c9-5d57,01/26/2020,01/28/2020,Express,televisions,214,77.96,39.56,2020
Maritime Data,67d-57f5,01/26/2020,01/26/2020,Same Day,Cloud Service,22,220.96,91.99,2020
Maritime Data,548-266e,01/26/2020,02/03/2020,Standard,Banking platform,120,241.68,33.28,2020
Maritime Data,a3b-58e8,01/26/2020,01/26/2020,Same Day,Business Analytics,150,42.57,52.96,2020
Maritime Data,f79-4f82,01/26/2020,01/31/2020,Standard,Database Security,129,144.37,56.26,2020
Maritime Data,01a-1195,01/26/2020,02/03/2020,Standard,GPU Software,234,276.84,52.9,2020
Maritime Data,098-bd88,01/26/2020,01/26/2020,Same Day,Workforce Scheduling,243,100.63,66.26,2020
Fusion Energy,dd6-2877,01/26/2020,01/26/2020,Same Day,Combustion Fluids,108,88.29,88.37,2020
Fusion Energy,aa9-36a4,01/26/2020,01/28/2020,Express,Cleaning Supplies,251,254.02,22.92,2020
Fusion Energy,105-5e44,01/26/2020,01/30/2020,Standard,Greases,170,196.67,77.59,2020
Fusion Energy,33c-83db,01/26/2020,01/28/2020,Express,Rubber,34,210.88,42.93,2020
Bitterroot Wood Studio,c7d-9141,01/26/2020,01/26/2020,Same Day,Chairs,215,176.2,84.34,2020
Bitterroot Wood Studio,1a6-8ca0,01/26/2020,02/03/2020,Standard,Tables,167,218.41,25.8,2020
Bitterroot Wood Studio,2c7-ef1e,01/26/2020,01/30/2020,Standard,Bedframes,109,144.48,34.67,2020
Bitterroot Wood Studio,b6c-d63a,01/26/2020,01/26/2020,Same Day,Bookcases,278,296.55,95.98,2020
Bitterroot Wood Studio,bb9-1c70,01/26/2020,01/26/2020,Same Day,Cabinets,50,198.77,29.64,2020
Echo,7c3-9ce2,01/26/2020,01/28/2020,Express,accessories,60,229.88,77.05,2020
Echo,bde-176f,01/26/2020,02/03/2020,Standard,phones,271,253.28,38.26,2020
Echo,7b2-ee3e,01/26/2020,01/28/2020,Express,computers,40,176.38,51.12,2020
Echo,750-7f9d,01/26/2020,01/26/2020,Same Day,tablets,219,209.95,31.74,2020
Echo,d4d-91e4,01/26/2020,01/28/2020,Express,washers,75,56.22,82.17,2020
Echo,b79-1b3f,01/26/2020,01/28/2020,Express,dryers,223,125.07,73.89,2020
Echo,496-aa12,01/26/2020,01/30/2020,Standard,car radios,120,204.02,79.99,2020
Apex Corporation,1ff-5737,01/29/2020,02/05/2020,Standard,accessories,185,256.42,83.27,2020
Apex Corporation,ab2-f169,01/29/2020,01/31/2020,Express,phones,172,253.59,26.61,2020
Apex Corporation,01d-036b,01/29/2020,01/31/2020,Express,computers,40,115.88,74.36,2020
Apex Corporation,66d-2301,01/29/2020,01/29/2020,Same Day,tablets,131,133.89,42.67,2020
Apex Corporation,4c7-6abd,01/29/2020,02/03/2020,Standard,televisions,162,225.22,22.96,2020
Maritime Data,624-f256,01/29/2020,01/29/2020,Same Day,Cloud Service,36,74.72,84.41,2020
Maritime Data,425-4f64,01/29/2020,01/29/2020,Same Day,Banking platform,172,295.61,21.9,2020
Maritime Data,9d0-b01d,01/29/2020,01/31/2020,Express,Business Analytics,291,276.09,84.63,2020
Maritime Data,701-31ca,01/29/2020,02/05/2020,Standard,Database Security,110,182.85,35.57,2020
Maritime Data,0a0-4f76,01/29/2020,02/04/2020,Standard,GPU Software,59,70.99,69.3,2020
Maritime Data,7c0-007b,01/29/2020,01/29/2020,Same Day,Workforce Scheduling,197,62.25,21.92,2020
Fusion Energy,bab-77e5,01/29/2020,02/04/2020,Standard,Combustion Fluids,33,242.21,88.74,2020
Fusion Energy,644-6e9e,01/29/2020,01/31/2020,Express,Cleaning Supplies,185,62.53,38.05,2020
Fusion Energy,3f9-50e6,01/29/2020,02/05/2020,Standard,Greases,116,167.64,72.92,2020
Fusion Energy,c3f-4a0f,01/29/2020,01/29/2020,Same Day,Rubber,166,58.27,79.8,2020
Bitterroot Wood Studio,081-c282,01/29/2020,02/05/2020,Standard,Chairs,237,248.7,75.01,2020
Bitterroot Wood Studio,5b7-409a,01/29/2020,02/05/2020,Standard,Tables,167,161.71,55.73,2020
Bitterroot Wood Studio,2f0-8667,01/29/2020,01/31/2020,Express,Bedframes,176,251.35,82.75,2020
Bitterroot Wood Studio,689-86d8,01/29/2020,02/03/2020,Standard,Bookcases,49,278.56,28.47,2020
Bitterroot Wood Studio,e59-77f8,01/29/2020,01/31/2020,Express,Cabinets,222,242.55,25.18,2020
Echo,e5e-170a,01/29/2020,01/29/2020,Same Day,accessories,117,187.39,94.98,2020
Echo,2c2-ab9c,01/29/2020,01/31/2020,Express,phones,24,148.23,50.69,2020
Echo,71f-adb4,01/29/2020,01/31/2020,Express,computers,29,207.76,55.25,2020
Echo,521-7993,01/29/2020,02/03/2020,Standard,tablets,243,113.82,26.8,2020
Echo,1b5-37ef,01/29/2020,01/29/2020,Same Day,washers,102,93.59,90.41,2020
Echo,e4e-cd33,01/29/2020,02/03/2020,Standard,dryers,146,160.51,58.39,2020
Echo,4ac-c42b,01/29/2020,01/29/2020,Same Day,car radios,168,279.8,49.67,2020
Apex Corporation,3ae-cd26,01/30/2020,02/01/2020,Express,accessories,65,86.27,87.48,2020
Apex Corporation,10a-35e3,01/30/2020,02/01/2020,Express,phones,163,226.09,33.01,2020
Apex Corporation,ac6-adcf,01/30/2020,02/01/2020,Express,computers,34,203.15,26.09,2020
Apex Corporation,5cb-d365,01/30/2020,02/01/2020,Express,tablets,57,43.78,21.39,2020
Apex Corporation,86f-58e4,01/30/2020,02/04/2020,Standard,televisions,133,114.71,74.66,2020
Maritime Data,4cd-775b,01/30/2020,02/04/2020,Standard,Cloud Service,85,283.74,28.45,2020
Maritime Data,503-c7ef,01/30/2020,01/30/2020,Same Day,Banking platform,103,181.38,87.88,2020
Maritime Data,784-ae24,01/30/2020,01/30/2020,Same Day,Business Analytics,216,148.85,43.22,2020
Maritime Data,406-b1b1,01/30/2020,01/30/2020,Same Day,Database Security,187,198.93,50.28,2020
Maritime Data,8d4-195b,01/30/2020,01/30/2020,Same Day,GPU Software,154,39.57,38.0,2020
Maritime Data,9e3-c80d,01/30/2020,02/03/2020,Standard,Workforce Scheduling,27,296.18,15.19,2020
Fusion Energy,e94-ca58,01/30/2020,01/30/2020,Same Day,Combustion Fluids,25,42.5,83.37,2020
Fusion Energy,b2a-34f4,01/30/2020,02/04/2020,Standard,Cleaning Supplies,86,61.46,33.52,2020
Fusion Energy,682-e521,01/30/2020,02/05/2020,Standard,Greases,225,72.09,31.8,2020
Fusion Energy,5c9-524c,01/30/2020,01/30/2020,Same Day,Rubber,156,199.49,14.6,2020
Bitterroot Wood Studio,fa0-3914,01/30/2020,01/30/2020,Same Day,Chairs,17,109.68,42.89,2020
Bitterroot Wood Studio,a70-129d,01/30/2020,01/30/2020,Same Day,Tables,86,116.62,70.55,2020
Bitterroot Wood Studio,9fd-86c0,01/30/2020,02/06/2020,Standard,Bedframes,102,286.26,84.66,2020
Bitterroot Wood Studio,43b-6192,01/30/2020,01/30/2020,Same Day,Bookcases,165,222.15,42.29,2020
Bitterroot Wood Studio,24b-8d81,01/30/2020,02/01/2020,Express,Cabinets,193,163.71,97.42,2020
Echo,9ee-2c38,01/30/2020,01/30/2020,Same Day,accessories,176,144.31,38.07,2020
Echo,e91-901b,01/30/2020,02/03/2020,Standard,phones,202,272.2,21.32,2020
Echo,9a7-d067,01/30/2020,02/01/2020,Express,computers,80,127.55,85.4,2020
Echo,726-caee,01/30/2020,01/30/2020,Same Day,tablets,34,294.56,12.7,2020
Echo,f38-b33d,01/30/2020,02/01/2020,Express,washers,239,279.32,13.42,2020
Echo,74e-a6e9,01/30/2020,02/01/2020,Express,dryers,101,267.93,92.69,2020
Echo,111-38c3,01/30/2020,02/01/2020,Express,car radios,39,121.82,58.34,2020
Apex Corporation,45b-6ad9,01/31/2020,02/04/2020,Standard,accessories,199,67.8,14.86,2020
Apex Corporation,2e9-16f7,01/31/2020,02/02/2020,Express,phones,116,30.59,42.21,2020
Apex Corporation,59b-5dae,01/31/2020,01/31/2020,Same Day,computers,246,73.83,47.87,2020
Apex Corporation,9c0-64b4,01/31/2020,02/07/2020,Standard,tablets,150,279.9,91.49,2020
Apex Corporation,d88-9530,01/31/2020,02/06/2020,Standard,televisions,61,23.26,43.04,2020
Maritime Data,a27-c0fa,01/31/2020,02/07/2020,Standard,Cloud Service,26,284.2,39.63,2020
Maritime Data,279-6201,01/31/2020,01/31/2020,Same Day,Banking platform,40,189.64,33.76,2020
Maritime Data,a17-1658,01/31/2020,01/31/2020,Same Day,Business Analytics,69,216.49,14.98,2020
Maritime Data,2e8-0c61,01/31/2020,02/02/2020,Express,Database Security,94,52.79,23.07,2020
Maritime Data,b0f-8ea8,01/31/2020,02/04/2020,Standard,GPU Software,224,186.27,82.3,2020
Maritime Data,f7a-c6fa,01/31/2020,02/02/2020,Express,Workforce Scheduling,281,297.14,69.52,2020
Fusion Energy,206-d6d5,01/31/2020,02/02/2020,Express,Combustion Fluids,280,76.84,11.96,2020
Fusion Energy,0bf-4fce,01/31/2020,02/04/2020,Standard,Cleaning Supplies,62,273.73,97.78,2020
Fusion Energy,4c6-34f4,01/31/2020,02/02/2020,Express,Greases,156,188.64,91.22,2020
Fusion Energy,fab-213e,01/31/2020,02/07/2020,Standard,Rubber,286,299.84,52.08,2020
Bitterroot Wood Studio,610-5bd9,01/31/2020,02/02/2020,Express,Chairs,165,121.93,97.14,2020
Bitterroot Wood Studio,442-64d5,01/31/2020,01/31/2020,Same Day,Tables,185,241.2,97.67,2020
Bitterroot Wood Studio,735-3149,01/31/2020,01/31/2020,Same Day,Bedframes,25,212.41,75.77,2020
Bitterroot Wood Studio,453-049d,01/31/2020,01/31/2020,Same Day,Bookcases,54,68.38,19.85,2020
Bitterroot Wood Studio,d25-a216,01/31/2020,01/31/2020,Same Day,Cabinets,108,205.91,37.43,2020
Echo,0ab-ad9d,01/31/2020,01/31/2020,Same Day,accessories,81,256.53,93.45,2020
Echo,9ce-d74c,01/31/2020,01/31/2020,Same Day,phones,295,34.77,50.54,2020
Echo,ecd-076c,01/31/2020,02/04/2020,Standard,computers,26,236.89,73.63,2020
Echo,e18-b09a,01/31/2020,02/02/2020,Express,tablets,33,225.44,20.15,2020
Echo,9cc-9d2e,01/31/2020,01/31/2020,Same Day,washers,147,264.28,14.67,2020
Echo,02d-8b89,01/31/2020,02/02/2020,Express,dryers,297,39.75,52.71,2020
Echo,ea9-d257,01/31/2020,01/31/2020,Same Day,car radios,84,23.8,39.58,2020
Apex Corporation,4a9-9c62,02/03/2020,02/03/2020,Same Day,accessories,274,189.28,66.94,2020
Apex Corporation,d17-5498,02/03/2020,02/03/2020,Same Day,phones,224,289.23,85.32,2020
Apex Corporation,92d-e871,02/03/2020,02/10/2020,Standard,computers,20,248.78,89.05,2020
Apex Corporation,1d0-9197,02/03/2020,02/08/2020,Standard,tablets,299,117.31,67.1,2020
Apex Corporation,4f3-6668,02/03/2020,02/05/2020,Express,televisions,11,268.89,87.46,2020
Maritime Data,2ae-bdf9,02/03/2020,02/05/2020,Express,Cloud Service,88,281.3,59.14,2020
Maritime Data,280-1368,02/03/2020,02/05/2020,Express,Banking platform,131,69.95,77.99,2020
Maritime Data,6fb-d6fa,02/03/2020,02/05/2020,Express,Business Analytics,76,291.29,78.63,2020
